Artikelnr.;EAN;Beschreibung;Beschreibung 2;Bestand;Preis
421031510;4717784334912;155/80 R 13, 79T,;Maxxis, Mecotra 3, ME3;40;35,2
42103230;4717784312743;155/80 R 13, 83T XL,;Maxxis, All Season, AP2;40;38,45
42103240;6933882597372;155/80 R 13, 83T XL,;CST, Medallion All Season, ACP1;16;29,95
42103270;4717784278148;155/80 R 13, 83T XL,;Maxxis, Arctictrekker, WP-05;40;38,8
42103450;6933882540378;155/80 R 13, 83T XL,;CST, Medallion Winter, WCP1;40;30,5
42103880;4717784321332;165/80 R 13, 87T XL,;Maxxis, All Season, AP2;40;49,45
42103910;4717784278315;165/80 R 13, 87T XL,;Maxxis, Arctictrekker, WP-05;16;42,35
42103930;4717784343730;165/80 R 13, 87T XL,;Maxxis, Mecotra 3, ME3;40;41
42104561;4717784358970;175/80 R 14, 88T,;Maxxis, All Season, AP2;40;41,1
421046811;4717784342405;175/80 R 14, 88T,;Maxxis, Mecotra 3, ME3;0;40,75
421047350;4717784343884;185/80 R 14, 91T,;Maxxis, Mecotra 3, ME3;40;45,15
42104782;4717784312613;135/80 R 15, 73T,;Maxxis, All Season, AP2;40;50
421047881;4717784347226;135/80 R 15, 73T,;Maxxis, Mecotra 3, ME3;40;41
421047950;4717784343273;165/80 R 15, 87T,;Maxxis, Mecotra 3, ME3;40;41,5
42151070;4717784277165;145/70 R 12, 69T,;Maxxis, Arctictrekker, WP-05;0;44,3
42151360;4717784313252;145/70 R 13, 71T,;Maxxis, All Season, AP2;40;38
42151420;4717784278247;145/70 R 13, 71T,;Maxxis, Arctictrekker, WP-05;28;39,3
42151460;4717784343662;145/70 R 13, 71T,;Maxxis, Mecotra 3, ME3;40;35,75
42151890;6933882554290;155/70 R 13, 79N,;CST, Trailermaxx Eco, CL31N;40;32,5
42151910;4717784300290;155/70 R 13, 75T,;Maxxis, All Season, AP2;40;36,45
42151915;6933882597358;155/70 R 13, 75T,;CST, Medallion All Season, ACP1;40;28,5
42151940;4717784277974;155/70 R 13, 75T,;Maxxis, Arctictrekker, WP-05;40;38,05
42151955;6933882540361;155/70 R 13, 75T,;CST, Medallion Winter, WCP1;40;28,95
421519610;4717784333694;155/70 R 13, 75T,;Maxxis, Mecotra 3, ME3;40;35,75
42152440;6933882554306;165/70 R 13, 84N,;CST, Trailermaxx Eco, CL31N;40;34,5
42152590;4717784300382;165/70 R 13, 83T XL,;Maxxis, All Season, AP2;40;37,75
42152610;4717784277981;165/70 R 13, 83T XL,;Maxxis, Arctictrekker, WP-05;0;39,8
421526150;4717784337326;165/70 R 13, 79T,;Maxxis, Mecotra 3, ME3;30;35
42152710;4717784300351;175/70 R 13, 82T,;Maxxis, All Season, AP2;40;38,45
421528810;4717784319186;175/70 R 13, 82T,;Maxxis, Mecotra 3, ME3;5;37
42153460;4717784314280;185/70 R 13, 86T,;Maxxis, All Season, AP2;40;50,5
42153790;4717784336992;185/70 R 13, 86H,;Maxxis, Mecotra 3, ME3;40;42,35
42153900;6933882541856;185/70 R 13, 86H,;CST, Marquis, MR61;0;37
42154291;4717784358949;165/70 R 14, 85T XL,;Maxxis, All Season, AP2;40;40,25
42154320;4717784277998;165/70 R 14, 85T XL,;Maxxis, Arctictrekker, WP-05;40;39,25
42154350;6933882597426;165/70 R 14, 81T,;CST, Medallion All Season, ACP1;40;33,25
42154360;6933882540446;165/70 R 14, 81T,;CST, Medallion Winter, WCP1;40;32,5
421543791;4717784334448;165/70 R 14, 81T,;Maxxis, Mecotra 3, ME3;40;37,8
421543901;4717784334455;165/70 R 14, 85T XL,;Maxxis, Mecotra 3, ME3;40;36,35
42155010;4717784300368;175/70 R 14, 88T XL,;Maxxis, All Season, AP2;40;42
42155040;6933882598201;175/70 R 14, 88T XL,;CST, Medallion All Season, ACP1;40;34,5
42155070;4717784278025;175/70 R 14, 88T XL,;Maxxis, Arctictrekker, WP-05;40;42,95
42155090;6933882540453;175/70 R 14, 88T XL,;CST, Medallion Winter, WCP1;40;33,95
42155226;4717784339900;175/70 R 14, 88T XL,;Maxxis, Mecotra 3, ME3;26;42,45
42155283;6933882599116;175/70 R 14, 88H XL,;CST, Marquis, MR61;12;34,5
42155711;4717784358987;185/70 R 14, 92H XL,;Maxxis, All Season, AP2;40;48
421557791;4717784338989;185/70 R 14, 88H,;Maxxis, Mecotra 3, ME3;10;45,45
421557810;6933882540576;185/70 R 14, 88H,;CST, Marquis, MR61;28;35,75
421561900;4717784339009;195/70 R 14, 91T,;Maxxis, Mecotra 3, ME3;40;47,5
42156210;4717784310565;195/70 R 14, 95V XL,;Maxxis, MA-P1;40;88,38
42156590;4717784306148;205/70 R 14, 95V,;Maxxis, MA-P1;40;104,59
42157720;4717784278384;135/70 R 15, 70T,;Maxxis, Arctictrekker, WP-05;36;43,5
421582295;4717784348797;205/70 R 15, 96H,;Maxxis, Premitra All Season SUV, AP3 SUV;40;60
42159350;4717784349091;215/70 R 16, 100H,;Maxxis, Premitra All Season SUV, AP3 SUV;40;67,5
42159380;4717784359120;215/70 R 16, 104H XL,;Maxxis, Premitra Snow, WP6 SUV;40;71
42201312;4717784359182;155/65 R 13, 73T,;Maxxis, Premitra All Season, AP3;40;45
42201350;6933882597341;155/65 R 13, 73T,;CST, Medallion All Season, ACP1;19;28,95
42201420;4717784278391;155/65 R 13, 73T,;Maxxis, Arctictrekker, WP-05;2;39
42201431;4717784343617;155/65 R 13, 73T,;Maxxis, Mecotra 3, ME3;24;31,35
42201550;6933882591547;155/65 R 13, 73T,;CST, Marquis, MR61;30;28,95
42201610;4717784312774;165/65 R 13, 77T,;Maxxis, All Season, AP2;40;42
42201810;4717784312729;175/65 R 13, 80T,;Maxxis, All Season, AP2;40;41,25
42201870;4717784278254;175/65 R 13, 80T,;Maxxis, Arctictrekker, WP-05;16;43,05
422019320;4717784343600;175/65 R 13, 80T,;Maxxis, Mecotra 3, ME3;40;41,1
42201980;6933882597396;155/65 R 14, 75T,;CST, Medallion All Season, ACP1;8;29,95
42202225;6933882540392;155/65 R 14, 75T,;CST, Medallion Winter, WCP1;40;29,95
42202242;4717784359205;155/65 R 14, 79T XL,;Maxxis, Premitra All Season, AP3;40;40
42202270;4717784278261;155/65 R 14, 79T XL,;Maxxis, Arctictrekker, WP-05;40;37
422023001;4717784339115;155/65 R 14, 75T,;Maxxis, Mecotra 3, ME3;7;35,5
422023070;6933882599024;155/65 R 14, 75T,;CST, Marquis, MR61;18;29,25
42202520;6933882597402;165/65 R 14, 79T,;CST, Medallion All Season, ACP1;16;31,75
42202591;4717784358956;165/65 R 14, 83T XL,;Maxxis, All Season, AP2;40;40
42202620;4717784278278;165/65 R 14, 83T XL,;Maxxis, Arctictrekker, WP-05;40;38,75
42202640;6933882540415;165/65 R 14, 83T XL,;CST, Medallion Winter, WCP1;40;31,95
422026691;4717784338835;165/65 R 14, 79T,;Maxxis, Mecotra 3, ME3;20;35,15
422026771;6933882591561;165/65 R 14, 83H XL,;CST, Marquis, MR61;28;31,75
42202750;6933882597419;175/65 R 14, 82T,;CST, Medallion All Season, ACP1;40;33,95
42202875;4717784348124;175/65 R 14, 82T,;Maxxis, Premitra Snow, WP6;40;37
42202980;6933882540422;175/65 R 14, 82T,;CST, Medallion Winter, WCP1;40;31,75
42203130;4717784348131;175/65 R 14, 86T XL,;Maxxis, Premitra Snow, WP6;40;39
422031411;4717784334479;175/65 R 14, 86T XL,;Maxxis, Mecotra 3, ME3;40;37,3
42203161;4717784334462;175/65 R 14, 82T,;Maxxis, Mecotra 3, ME3;40;36,6
422031950;6933882591592;175/65 R 14, 82H,;CST, Marquis, MR61;26;33,75
42203352;4717784350233;175/65 R 14, 86H XL,;Maxxis, Premitra All Season, AP3;40;39,45
42203611;4717784358994;185/65 R 14, 86H,;Maxxis, All Season, AP2;16;43,05
42203630;6933882598232;185/65 R 14, 86H,;CST, Medallion All Season, ACP1;40;35,75
422037161;4717784338866;185/65 R 14, 86H,;Maxxis, Mecotra 3, ME3;40;40,05
42204120;4717784278308;195/65 R 14, 93T,;Maxxis, Arctictrekker, WP-05;40;53
42204161;4717784312422;195/65 R 14, 93H XL,;Maxxis, All Season, AP2;40;63,4
422042451;4717784343754;195/65 R 14, 89H,;Maxxis, Mecotra 3, ME3;40;42,15
42204250;6933882591691;195/65 R 14, 89H,;CST, Marquis, MR61;40;30,95
42204461;4717784359014;145/65 R 15, 72T,;Maxxis, All Season, AP2;40;44,45
42204520;4717784277769;145/65 R 15, 72T,;Maxxis, Arctictrekker, WP-05;30;44,5
422045750;4717784343709;145/65 R 15, 72T,;Maxxis, Mecotra 3, ME3;31;36,5
42204760;4717784300320;165/65 R 15, 81T,;Maxxis, All Season, AP2;40;43,75
42204815;4717784278445;165/65 R 15, 81T,;Maxxis, Arctictrekker, WP-05;40;41,65
42204840;6933882547575;165/65 R 15, 81H,;CST, Medallion All Season, ACP1;40;34,75
422048501;4717784339108;165/65 R 15, 81H,;Maxxis, Mecotra 3, ME3;38;43,35
42204985;4717784278070;175/65 R 15, 88T XL,;Maxxis, Arctictrekker, WP-05;40;40,6
422049921;4717784338842;175/65 R 15, 84H,;Maxxis, Mecotra 3, ME3;21;40,45
422049970;6933882599314;175/65 R 15, 84H,;CST, Marquis, MR61;13;34,75
422050082;4717784349923;175/65 R 15, 88H XL,;Maxxis, Premitra All Season, AP3;40;43
422050090;6933882597440;175/65 R 15, 88H XL,;CST, Medallion All Season, ACP1;40;36,5
422050095;6933882540491;175/65 R 15, 88H XL,;CST, Medallion Winter, WCP1;40;34,5
42205026;4717784338897;185/65 R 15, 88T,;Maxxis, Mecotra 3, ME3;40;38,45
422050360;4717784348148;185/65 R 15, 88T,;Maxxis, Premitra Snow, WP6;40;37,75
42205038;6933882540507;185/65 R 15, 88T,;CST, Medallion Winter, WCP1;40;33,95
42205056;4717784338903;185/65 R 15, 92T XL,;Maxxis, Mecotra 3, ME3;40;38,7
42205065;4717784348155;185/65 R 15, 92T XL,;Maxxis, Premitra Snow, WP6;40;39,75
422051601;4717784338880;185/65 R 15, 88H,;Maxxis, Mecotra 3, ME3;40;40,75
42205185;6933882591653;185/65 R 15, 88H,;CST, Marquis, MR61;12;36,25
42205262;4717784350240;185/65 R 15, 92H XL,;Maxxis, Premitra All Season, AP3;40;43,25
42205360;6933882599130;185/65 R 15, 92H XL,;CST, Marquis, MR61;40;37
42205485;4717784315164;195/65 R 15, 91T,;Maxxis, Premitra Snow, WP6;40;40,45
42205490;6933882540514;195/65 R 15, 91T,;CST, Medallion Winter, WCP1;40;36,75
42205514;4717784315171;195/65 R 15, 95T XL,;Maxxis, Premitra Snow, WP6;40;41,45
42205517;4717784350264;195/65 R 15, 91H,;Maxxis, Premitra All Season, AP3;40;44,75
42205545;4717784315157;195/65 R 15, 91H,;Maxxis, Premitra Snow, WP6;40;41,45
422055810;4717784313078;195/65 R 15, 91H,;Maxxis, Premitra 5, HP5;40;40,15
422056610;4717784313085;195/65 R 15, 95V XL,;Maxxis, Premitra 5, HP5;40;42,6
422056615;6933882579446;195/65 R 15, 95V, XL,;CST, Marquis, MR61;12;38
42205722;4717784350257;195/65 R 15, 95V XL,;Maxxis, Premitra All Season, AP3;40;46,25
422057610;4717784313061;195/65 R 15, 91V,;Maxxis, Premitra 5, HP5;40;39,25
422057640;6933882591707;195/65 R 15, 91V,;CST, Marquis, MR61;40;36,75
422057661;4717784334363;195/65 R 15, 95T XL,;Maxxis, Mecotra 3, ME3;40;41,6
42205871;6933882554320;195/65 R 15, 95N,;CST, Trailermaxx Eco, CL31N;1;45,5
42205975;4717784278360;205/65 R 15, 99H XL,;Maxxis, Arctictrekker, WP-05;16;54,7
422059905;4717784343372;205/65 R 15, 99H XL,;Maxxis, Mecotra 3, ME3;40;48,5
422059907;4717784364018;205/65 R 15, 99H XL,;Maxxis, Mecotra 3, ME3+ (OE version);0;48,5
42206620;4717784349930;205/65 R 15, 99V XL,;Maxxis, Premitra All Season, AP3;40;57
422079551;4717784338941;215/65 R 15, 96H,;Maxxis, Mecotra 3, ME3;34;51,45
42208031;4717784359069;215/65 R 15, 100H XL,;Maxxis, All Season, AP2;40;57
42208070;4717784277356;215/65 R 15, 100H XL,;Maxxis, Arctictrekker, WP-05;5;59,25
42208090;6933882599031;215/65 R 15, 100H XL,;CST, Marquis, MR61;40;45,95
422081054;4717784361239;195/65 R 16, 92V,;Maxxis, Premitra All Season, AP3;40;95,4
422081060;4717784361246;205/65 R 16, 99H XL,;Maxxis, Premitra All Season, AP3;40;68,5
422081110;4717784317724;215/65 R 16, 98V,;Maxxis, Premitra 5, HP5;40;59
42235112;4717784348209;215/65 R 16, 98H,;Maxxis, Premitra Snow, WP6;40;60,45
42235118;6933882543249;215/65 R 16, 102V XL,;CST, Medallion Winter, WCP1;40;48,25
42235132;6933882554559;215/65 R 16, 102H XL,;CST, Medallion, MD-A7 SUV;24;49,95
42235161;4717784350271;215/65 R 16, 102V XL,;Maxxis, Premitra All Season, AP3;40;64,45
42235172;4717784349879;215/65 R 17, 103V XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;70,85
42235174;4717784358376;215/65 R 17, 103V XL,;Maxxis, Premitra Snow, WP6 SUV;40;84
422351785;4717784356549;215/65 R 17, 103V XL,;Maxxis, Victra Sport 5 SUV, VS5 SUV;40;66
422351794;4717784358796;225/65 R 17, 106H XL,;Maxxis, Premitra Snow, WP6 SUV;40;75
42235182;4717784349886;225/65 R 17, 106V XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;76
42235310;4717784359144;235/65 R 17, 108H XL,;Maxxis, Premitra Snow, WP6 SUV;16;79
42235350;4717784350387;235/65 R 17, 108V XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;78,45
42235460;4717784347479;235/65 ZR 17, 108W XL,;Maxxis, Victra Sport 5 SUV, VS5 SUV;40;73,65
42235520;4717784350394;265/65 R 17, 112V,;Maxxis, Premitra All Season SUV, AP3 SUV;24;94
42237020;4717784358321;235/65 R 18, 110H XL,;Maxxis, Premitra Snow, WP6 SUV;17;84,5
42237400;4717784347493;235/65 ZR 18, 106W,;Maxxis, Victra Sport 5 SUV, VS5 SUV;24;79,3
42237900;4717784356471;235/65 R 19, 109V XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;96
422499850;4717784343631;145/60 R 13, 66T,;Maxxis, Mecotra 3, ME3;24;40
422516850;4717784343594;205/60 R 13, 86H,;Maxxis, Mecotra 3, ME3;40;55,5
42252405;4717784278414;165/60 R 14, 79T XL,;Maxxis, Arctictrekker, WP-05;40;42,75
422524151;4717784339061;165/60 R 14, 75H,;Maxxis, Mecotra 3, ME3;40;40,75
42252461;4717784358963;165/60 R 14, 79H XL,;Maxxis, All Season, AP2;16;44,1
422524901;4717784339139;175/60 R 14, 79H,;Maxxis, Mecotra 3, ME3;0;40,25
42252520;4717784300160;175/60 R 14, 79H,;Maxxis, All Season, AP2;40;52,75
42252910;4717784300375;185/60 R 14, 82H,;Maxxis, All Season, AP2;40;40
42253040;4717784277189;185/60 R 14, 82H,;Maxxis, Arctictrekker, WP-05;40;39,75
42253380;4717784230207;185/60 R 14, 82V,;Maxxis, MA-P1;1;40
42253541;4717784359007;195/60 R 14, 86H,;Maxxis, All Season, AP2;40;44,5
42253690;4717784277202;195/60 R 14, 86H,;Maxxis, Arctictrekker, WP-05;29;50
42253916;4717784359021;155/60 R 15, 74T,;Maxxis, All Season, AP2;40;42,25
42253917;4717784277318;155/60 R 15, 74T,;Maxxis, Arctictrekker, WP-05;40;39,45
422539190;4717784343693;155/60 R 15, 74T,;Maxxis, Mecotra 3, ME3;40;39,05
42253923;4717784359038;165/60 R 15, 77T,;Maxxis, All Season, AP2;16;46,05
42253927;4717784328270;165/60 R 15, 81T XL,;Maxxis, Arctictrekker, WP-05;38;44
42253933;4717784328713;175/60 R 15, 81T,;Maxxis, Arctictrekker, WP-05;13;42
42253940;4717784300269;175/60 R 15, 81H,;Maxxis, All Season, AP2;40;57,5
42253942;4717784347295;165/60 R 15, 77H,;Maxxis, Mecotra 3, ME3;40;42
422539445;6933882543010;175/60 R 15, 81H,;CST, Medallion All Season, ACP1;40;40,75
422539451;4717784339092;175/60 R 15, 81H,;Maxxis, Mecotra 3, ME3;40;40,6
422539524;4717784348278;185/60 R 15, 88T XL,;Maxxis, Premitra Snow, WP6;40;39
422539546;4717784334424;185/60 R 15, 84H,;Maxxis, Mecotra 3, ME3;40;43,6
422539548;6933882591639;185/60 R 15, 84H,;CST, Marquis, MR61;28;37,95
42253958;4717784334493;185/60 R 15, 88H XL,;Maxxis, Mecotra 3, ME3;40;43,3
42253982;4717784349893;185/60 R 15, 88H XL,;Maxxis, Premitra All Season, AP3;40;44,75
42253998;6933882599123;185/60 R 15, 88H XL,;CST, Marquis, MR61;40;38,5
42254390;4717784278155;195/60 R 15, 88T,;Maxxis, Arctictrekker, WP-05;33;42
42254522;4717784349763;195/60 R 15, 92V XL,;Maxxis, Premitra All Season, AP3;40;47,25
42254660;4717784317649;195/60 R 15, 88V,;Maxxis, Premitra 5, HP5;40;42,6
42255026;4717784352633;205/60 R 15, 91H,;Maxxis, Premitra 5, HP5;40;46
42255111;4717784359052;205/60 R 15, 95H XL,;Maxxis, All Season, AP2;40;50
422749870;4717784343877;225/60 R 15, 96V,;Maxxis, Premitra 5, HP5;40;59,4
422761001;4717784339030;175/60 R 16, 82H,;Maxxis, Mecotra 3, ME3;40;52,75
422761040;4717784358222;185/60 R 16, 86V,;Maxxis, Premitra All Season, AP3;40;68
422761080;4717784339016;185/60 R 16, 86H,;Maxxis, Mecotra 3, ME3;40;58
422762801;4717784339023;195/60 R 16, 89H,;Maxxis, Mecotra 3, ME3;37;58
42276301;4717784352343;195/60 R 16, 89V,;Maxxis, Premitra 5, HP5;40;57
42276370;6933882599109;195/60 R 16, 89V,;CST, Medallion, MD-A1;19;42,5
42276380;4717784353395;195/60 R 16, 93V XL,;Maxxis, Premitra All Season, AP3;40;58
422765504;4717784348261;205/60 R 16, 96H XL,;Maxxis, Premitra Snow, WP6;40;50,25
42276580;6933882543225;205/60 R 16, 96V XL,;CST, Medallion Winter, WCP1;40;49,25
42276660;4717784317717;205/60 R 16, 96V XL,;Maxxis, Premitra 5, HP5;40;57
42276690;6933882535664;205/60 R 16, 96V XL,;CST, Medallion, MD-A7;0;43,95
42276712;4717784350288;205/60 R 16, 96V XL,;Maxxis, Premitra All Season, AP3;40;59
42276719;6933882545472;205/60 R 16, 96V XL,;CST, Medallion All Season, ACP1;40;46
42276725;4717784350882;205/60 R 16, 96H XL,;Maxxis, Mecotra 3, ME3+ (OE version);12;59,45
42276731;4717784338781;205/60 R 16, 92V,;Maxxis, Mecotra 3, ME3;40;52,25
42276770;6976416394955;205/60 R 16, 96V XL,;CST, Saleks, E.X1;0;50,5
42278422;4717784348223;215/60 R 16, 99H XL,;Maxxis, Premitra Snow, WP6;40;59,45
42278440;6933882543232;215/60 R 16, 99V XL,;CST, Medallion Winter, WCP1;40;46,75
42278532;4717784349749;215/60 R 16, 99V XL,;Maxxis, Premitra All Season, AP3;40;68,45
42278539;6933882545489;215/60 R 16, 99V XL,;CST, Medallion All Season, ACP1;40;49,5
422785910;4717784317731;215/60 ZR 16, 99W XL,;Maxxis, Premitra 5, HP5;40;67,5
422785980;6933882535787;215/60 R 16, 99V XL,;CST, Medallion, MD-A7;16;45,5
42278920;4717784277578;225/60 R 16, 102H XL,;Maxxis, Arctictrekker, WP-05;27;66
42280080;4717784332369;225/60 R 16, 98V,;Maxxis, Premitra 5, HP5;37;65,8
422800870;6933882584594;225/60 R 16, 98V,;CST, Medallion, MD-A1;40;48,5
42280212;4717784353418;225/60 R 16, 102W XL,;Maxxis, Premitra All Season, AP3;40;74,5
42290180;4717784361307;205/60 R 17, 97W XL,;Maxxis, Premitra All Season, AP3;33;94,05
42290232;4717784360799;215/60 R 17, 100V XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;71,75
42290245;4717784358239;215/60 R 17, 100H XL,;Maxxis, Premitra Snow, WP6 SUV;40;71
42290250;4717784332284;215/60 R 17, 96H,;Maxxis, Premitra 5, HP5;14;69,45
42290285;6933882535855;215/60 R 17, 96V,;CST, Medallion, MD-A7 SUV;2;51,5
42290310;4717784349756;225/60 R 17, 103V XL,;Maxxis, Premitra All Season, AP3;40;80,65
42290350;4717784332314;225/60 R 17, 99V,;Maxxis, Premitra 5, HP5;40;75,75
42290383;6933882535862;225/60 R 17, 99V,;CST, Medallion, MD-A7 SUV;0;53,5
42290395;4717784358246;225/60 R 17, 103H XL,;Maxxis, Premitra Snow, WP6 SUV;40;73,5
42290470;4717784361628;195/60 R 18, 96H XL,;Maxxis, Premitra All Season, AP3;40;91
42290480;4717784348810;225/60 R 18, 104W XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;81
42290580;4717784358215;235/60 R 18, 107H XL,;Maxxis, Premitra Snow, WP6 SUV;40;82
42290590;4717784349084;235/60 R 18, 107W XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;81,45
422905932;6933882559769;235/60 ZR 18, 107W XL,;CST, Medallion All Season, ACP1;0;62,5
42290620;4717784333663;235/60 ZR 18, 107W XL,;Maxxis, Victra Sport 5 SUV, VS5 SUV;38;80,75
42290650;6933882554757;235/60 ZR 18, 107W XL,;CST, Adreno Sport, AD-R9 SUV;8;60,5
42290700;4717784361208;245/60 R 18, 109H XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;94,05
42290800;4717784348834;255/60 R 18, 112W XL,;Maxxis, Premitra All Season SUV, AP3 SUV;40;89,1
42290900;4717784348827;265/60 R 18, 114W XL,;Maxxis, Premitra All Season SUV, AP3 SUV;16;103,7
42290960;4717784362625;225/60 R 18, 104V XL,;Maxxis, Premitra Snow, WP6 SUV;40;79
42300980;4717784300252;185/55 R 14, 80H,;Maxxis, All Season, AP2;40;46,5
42300995;4717784277752;185/55 R 14, 80H,;Maxxis, Arctictrekker, WP-05;1;45,75
42301661;4717784359045;175/55 R 15, 77T,;Maxxis, All Season, AP2;40;44,5
42301705;4717784278285;175/55 R 15, 77T,;Maxxis, Arctictrekker, WP-05;40;45,25
423017491;4717784338620;175/55 R 15, 77T,;Maxxis, Mecotra 3, ME3;40;40,25
423017495;6933882559615;175/55 R 15, 77T,;CST, Marquis, MR61;40;33,5
42301900;6933882553460;175/55 R 15, 77H,;CST, Medallion All Season, ACP1;40;35,25
423019770;4717784348339;185/55 R 15, 86H XL,;Maxxis, Premitra Snow, WP6;40;44,75
423019911;4717784338637;185/55 R 15, 82H,;Maxxis, Mecotra 3, ME3;40;44,75
42302120;4717784349831;185/55 R 15, 86V XL,;Maxxis, Premitra All Season, AP3;40;49,95
42302180;6933882545045;185/55 R 15, 86V XL,;CST, Marquis, MR61;35;37,75
42302200;6933882598218;185/55 R 15, 82H,;CST, Medallion All Season, ACP1;40;37,5
42302415;4717784348353;195/55 R 15, 89H XL,;Maxxis, Premitra Snow, WP6;40;50
423025851;4717784338644;195/55 R 15, 85H,;Maxxis, Mecotra 3, ME3;40;45,8
42302587;6933882591677;195/55 R 15, 85V,;CST, Marquis, MR61;38;37,5
42302640;4717784313092;195/55 R 15, 85V,;Maxxis, Premitra 5, HP5;5;46,45
42302720;4717784349725;195/55 R 15, 89V XL,;Maxxis, Premitra All Season, AP3;40;52,45
42302880;6933882544277;195/55 R 15, 89V XL,;CST, Medallion All Season, ACP1;40;40,75
42302960;4717784300276;205/55 R 15, 88V,;Maxxis, All Season, AP2;40;77,5
423029801;4717784339054;205/55 R 15, 88V,;Maxxis, Mecotra 3, ME3;40;53
42303150;4717784332307;185/55 R 16, 83V,;Maxxis, Premitra 5, HP5;40;50
42303170;6933882559592;185/55 R 16, 83V,;CST, Medallion, MD-A1;40;36,5
42303210;4717784349848;185/55 R 16, 87V XL,;Maxxis, Premitra All Season, AP3;40;64,5
42303250;4717784327174;185/55 R 16, 87H XL,;Maxxis, Arctictrekker, WP-05;36;49,9
42303322;4717784348360;195/55 R 16, 87H,;Maxxis, Premitra Snow, WP6;0;53,35
42303323;4717784363004;195/55 R 16, 91H XL,;Maxxis, Premitra Snow, WP6;40;53,35
42303328;6933882543201;195/55 R 16, 91V XL,;CST, Medallion Winter, WCP1;40;41,25
42303345;4717784317663;195/55 R 16, 91V XL,;Maxxis, Premitra 5, HP5;40;52
42303362;4717784349732;195/55 R 16, 91V XL,;Maxxis, Premitra All Season, AP3;40;59,25
42303380;6933882598225;195/55 R 16, 91V XL,;CST, Medallion All Season, ACP1;40;42,5
42303393;6933882554504;195/55 R 16, 91V XL,;CST, Medallion, MD-A7;1;39,95
42303442;4717784349619;205/55 R 16, 91H,;Maxxis, Premitra All Season, AP3;40;49,05
42303465;4717784348162;205/55 R 16, 91H,;Maxxis, Premitra Snow, WP6;40;47
42303580;6933882597495;205/55 R 16, 91H,;CST, Medallion Winter, WCP1;40;39,95
423037791;4717784334400;205/55 R 16, 91H,;Maxxis, Mecotra 3, ME3;40;42,5
423037816;4717784334387;205/55 R 16, 91V,;Maxxis, Mecotra 3, ME3;40;43,45
42303782;4717784328799;205/55 R 16, 91V,;Maxxis, Premitra 5, HP5;40;45,25
42303786;6933882535053;205/55 R 16, 91V,;CST, Medallion, MD-A7;40;38,75
42304017;4717784349145;205/55 R 16, 94V XL,;Maxxis, Premitra All Season, AP3;40;53,9
42304025;6933882597471;205/55 R 16, 94V XL,;CST, Medallion All Season, ACP1;0;42,95
42304085;4717784348179;205/55 R 16, 94V XL,;Maxxis, Premitra Snow, WP6;40;51
42304245;4717784317700;205/55 ZR 16, 94W XL,;Maxxis, Premitra 5, HP5;40;48
42304258;6933882535077;205/55 ZR 16, 94W XL,;CST, Medallion, MD-A7;40;39,95
42304772;4717784348346;215/55 R 16, 97H XL,;Maxxis, Premitra Snow, WP6;40;58,45
42304890;6933882543218;215/55 R 16, 97V XL,;CST, Medallion Winter, WCP1;40;47,5
423049810;4717784317694;215/55 R 16, 93V,;Maxxis, Premitra 5, HP5;40;61
42305042;4717784349947;215/55 R 16, 97V XL,;Maxxis, Premitra All Season, AP3;40;69
42305048;6933882547391;215/55 R 16, 97V XL,;CST, Medallion All Season, ACP1;40;49,25
42305130;6933882535770;215/55 R 16, 97V XL,;CST, Medallion, MD-A7;30;43,75
423052210;4717784317687;215/55 ZR 16, 97W XL,;Maxxis, Premitra 5, HP5;40;64
42305772;4717784348308;225/55 R 16, 99H XL,;Maxxis, Premitra Snow, WP6;40;63
42305785;6933882540521;225/55 R 16, 99H XL;CST, Medallion Winter, WCP1;40;49,5
42306062;4717784349817;225/55 R 16, 99V XL,;Maxxis, Premitra All Season, AP3;40;71,75
42306081;6933882538337;225/55 R 16, 99V XL,;CST, Medallion All Season, ACP1;40;49,95
42306160;4717784317304;225/55 R 16, 95V,;Maxxis, Premitra 5, HP5;40;64,45
42306163;6933882584563;225/55 R 16, 95V,;CST, Medallion, MD-A1;12;46,95
42306170;4717784317311;225/55 ZR 16, 99W XL,;Maxxis, Premitra 5, HP5;40;64,5
42306502;4717784349824;205/55 R 17, 95V XL,;Maxxis, Premitra All Season, AP3;40;75
42306518;6933882543119;205/55 R 17, 95V XL,;CST, Medallion All Season, ACP1;40;51
42306520;4717784317779;205/55 R 17, 95V XL,;Maxxis, Premitra 5, HP5;40;68,45
42306540;6933882535824;205/55 ZR 17, 95W XL,;CST, Medallion, MD-A7;0;48,75
42306560;4717784348384;205/55 R 17, 95V XL,;Maxxis, Premitra Snow, WP6;40;65,25
42306590;6933882543300;205/55 R 17, 95V XL,;CST, Medallion Winter, WCP1;40;48
42306652;4717784349985;215/55 R 17, 98W XL,;Maxxis, Premitra All Season, AP3;40;70,45
