sysnr;itemcode;description ;type ;brand;brand description ;group ;group description ;E-mark;European;width tyre;aspect ratio;diameter;LI/SI;nett-price;gross;available;eancode;ip-code;photolink;;;;;weight;3pmsf;rim protection;season;ms;age;demo;runflat;;Fuel effeciency;Wet grip;Rollnoise;Noiselevel;Snowgrip;Icegrip;EPREL-id;EPREL-url;wcat;
440833;275 40YR 21TPS4SUVZP*;275/40 YR21 TL 107Y MI SPORT 4 SUV ZP *FRV XL;PS4SUVZP*;MI;MICHELIN;25;RUNFLAT BANDEN;J;N;275;40;21;107Y;247,06;381,50;>  20;3528702559925;255992;https://www.etyre.net/preview/t3/mi-ps4suvzp.jpg;;;;;16,398;N;;Summer;;;;J;;B;B;72;B;N;N;823024;https://eprel.ec.europa.eu/qr/823024;2;
440834;265 40YR 21TSPORTEVAXL;265/40 YR21 TL 105Y MI SPORT EV ACOUSTIC XL;SPORTEVAXL;MI;MICHELIN;11;LUXE BANDEN;J;N;265;40;21;105Y;245,54;403,00;4;3528704356492;435649;https://www.etyre.net/preview/t3/mi-sportevaxl.jpg;;;;;14,698;N;;Summer;;;;;;A;B;72;B;N;N;1138012;https://eprel.ec.europa.eu/qr/1138012;2;
440836;285 40VR 23TALPIN5SUVX;285/40 VR23 TL 111V MI PIL ALPIN 5 SUV XL;ALPIN5SUVX;MI;MICHELIN;23;4 X 4 M&S;J;J;285;40;23;111V;367,75;560,00;18;3528708979314;897931;https://www.etyre.net/preview/t3/mi-alpin5suvx.jpg;;;;;17,623;J;;Winter;J;;;;;C;C;74;B;J;N;1094838;https://eprel.ec.europa.eu/qr/1094838;4;
440839;325 40VR 22TALPIN5SUV;325/40 VR22 TL 114V MI PIL ALPIN 5 SUV;ALPIN5SUV;MI;MICHELIN;23;4 X 4 M&S;J;J;325;40;22;114V;362,14;598,00;>  20;3528708381575;838157;https://www.etyre.net/preview/t3/mi-alpin5suv.jpg;;;;;15,000;J;;Winter;J;;;;;C;C;72;A;J;N;1152426;https://eprel.ec.europa.eu/qr/1152426;4;
440844;225 45WR 21TE-PRIMS1;225/45 WR21 TL 95W  MI E-PRIMACY S1;E-PRIMS1;MI;MICHELIN;11;LUXE BANDEN;J;N;225;45;21;95W;256,65;418,00;20;3528708355095;835509;https://www.etyre.net/preview/t3/mi-e-prims1.jpg;;;;;8,000;N;;Summer;;;;;;B;B;69;B;N;N;1046383;https://eprel.ec.europa.eu/qr/1046383;3;
440851;235 45YR 21TSPORTEVAXL;235/45 YR21 TL 101Y MI SPORT EV ACOUSTIC XL;SPORTEVAXL;MI;MICHELIN;11;LUXE BANDEN;J;N;235;45;21;101Y;256,15;393,00;5;3528706060960;606096;https://www.etyre.net/preview/t3/mi-sportevaxl.jpg;;;;;12,940;N;;Summer;;;;;;B;B;70;B;N;N;1126744;https://eprel.ec.europa.eu/qr/1126744;3;
440857;285 45VR 20TCC2A/WXL;285/45 VR20 TL 112V MI CROSSCLIMATE 2 A/W XL;CC2A/WXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;N;285;45;20;112V;234,68;360,50;8;3528702247280;224728;https://www.etyre.net/preview/t3/mi-cc2awxl.jpg;;;;;8,000;J;;Allseason;J;;;;;C;C;73;B;J;N;1081241;https://eprel.ec.europa.eu/qr/1081241;2;
440858;255 40ZR 20TSPMXGT60RF;255/40 ZR20 TL 101Y DU SPMAXX GT600 ROF XL;SPMXGT60RF;DU;DUNLOP;25;RUNFLAT BANDEN;J;N;255;40;20;101Y;271,26;499,00;>  20;4038526339591;586773;https://www.etyre.net/preview/t3/du-spmxgt60rf.jpg;;;;;16,503;N;;Summer;;;;J;;D;A;70;A;N;N;910768;https://eprel.ec.europa.eu/qr/910768;2;
440863;255 45WR 21TSPORTEVAXL;255/45 WR21 TL 106W MI SPORT EV ACOUSTIC XL;SPORTEVAXL;MI;MICHELIN;11;LUXE BANDEN;J;N;255;45;21;106W;221,70;502,00;16;3528709988780;998878;https://www.etyre.net/preview/t3/mi-sportevaxl.jpg;;;;;8,000;N;;Summer;;;;;;A;B;72;B;N;N;946653;https://eprel.ec.europa.eu/qr/946653;2;
440864;265 45YR 20TCC2SUVXL;265/45 YR20 TL 108Y MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;265;45;20;108Y;234,58;354,50;>  20;3528700859911;085991;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;13,781;J;;Allseason;J;;;;;B;B;73;B;J;N;1086920;https://eprel.ec.europa.eu/qr/1086920;2;
440865;285 45WR 19TCC2SUVXL;285/45 WR19 TL 111W MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;285;45;19;111W;184,06;282,00;>  20;3528703184034;318403;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;14,284;J;;Allseason;J;;;;;B;B;73;B;J;N;1014472;https://eprel.ec.europa.eu/qr/1014472;2;
440866;225 50VR 19TCC2XL;225/50 VR19 TL 100V MI CROSSCLIMATE 2 XL;CC2XL;MI;MICHELIN;29;ALL-SEASON PW;J;J;225;50;19;100V;156,69;246,00;>  20;3528706346828;634682;https://www.etyre.net/preview/t3/mi-cc2xl.jpg;;;;;10,706;J;;Allseason;J;;;;;B;B;71;B;J;N;1093025;https://eprel.ec.europa.eu/qr/1093025;3;
440867;235 50VR 19TCC2SUVXL;235/50 VR19 TL 103V MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;235;50;19;103V;144,97;223,50;>  20;3528705124526;512452;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;11,792;J;;Allseason;J;;;;;C;B;71;B;J;N;1092989;https://eprel.ec.europa.eu/qr/1092989;3;
440868;235 50WR 20TCC2SUVXL;235/50 WR20 TL 104W MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;235;50;20;104W;172,37;266,00;>  20;3528708768055;876805;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;12,511;J;;Allseason;J;;;;;B;B;71;B;J;N;1093026;https://eprel.ec.europa.eu/qr/1093026;3;
440869;255 50YR 19TCC2SUVXL;255/50 YR19 TL 107Y MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;255;50;19;107Y;164,06;253,50;>  20;3528701494463;149446;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;14,337;J;;Allseason;J;;;;;B;B;71;B;J;N;1089051;https://eprel.ec.europa.eu/qr/1089051;2;
440878;285 45VR 22TALPIN5SUVX;285/45 VR22 TL 114V MI PIL ALPIN 5 SUV XL;ALPIN5SUVX;MI;MICHELIN;23;4 X 4 M&S;J;J;285;45;22;114V;314,22;498,50;>  20;3528701209210;120921;https://www.etyre.net/preview/t3/mi-alpin5suvx.jpg;;;;;17,874;J;;Winter;J;;;;;C;C;74;B;J;N;1188386;https://eprel.ec.europa.eu/qr/1188386;4;
440888;235 55TR 19TE-PRIMSS;235/55 TR19 TL 101T MI E-PRIMACY SELFSEAL;E-PRIMSS;MI;MICHELIN;11;LUXE BANDEN;J;J;235;55;19;101T;170,73;261,50;>  20;3528708178670;817867;https://www.etyre.net/preview/t3/mi-e-primss.jpg;;;;;8,000;N;;Summer;;;;;;A;B;69;B;N;N;1140331;https://eprel.ec.europa.eu/qr/1140331;3;
440899;265 50WR 19TCC2SUVXL;265/50 WR19 TL 110W MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;265;50;19;110W;187,70;295,50;>  20;3528703803546;380354;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;14,408;J;;Allseason;J;;;;;B;B;73;B;J;N;1089049;https://eprel.ec.europa.eu/qr/1089049;2;
440900;265 50VR 20TCC2SUVXL;265/50 VR20 TL 111V MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;265;50;20;111V;243,48;319,50;4;3528700717617;071761;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;14,272;J;;Allseason;J;;;;;B;B;73;B;J;N;1086918;https://eprel.ec.europa.eu/qr/1086918;2;
440905;215 55HR 18TCC2;215/55 HR18 TL 95H  MI CROSSCLIMATE 2;CC2;MI;MICHELIN;29;ALL-SEASON PW;J;J;215;55;18;95H;120,33;187,50;>  20;3528708667433;866743;https://www.etyre.net/preview/t3/mi-cc2.jpg;;;;;10,023;J;;Allseason;J;;;;;C;B;71;B;J;N;1105604;https://eprel.ec.europa.eu/qr/1105604;3;
440908;215 55VR 18TCC2XL;215/55 VR18 TL 99V  MI CROSSCLIMATE 2 XL;CC2XL;MI;MICHELIN;29;ALL-SEASON PW;J;J;215;55;18;99V;120,13;185,00;>  20;3528704176748;417674;https://www.etyre.net/preview/t3/mi-cc2xl.jpg;;;;;10,038;J;;Allseason;J;;;;;B;B;71;B;J;N;1105605;https://eprel.ec.europa.eu/qr/1105605;3;
440909;235 55VR 19TCC2SUV;235/55 VR19 TL 101V MI CROSSCLIMATE 2 SUV;CC2SUV;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;235;55;19;101V;133,11;200,00;>  20;3528704655571;465557;https://www.etyre.net/preview/t3/mi-cc2suv.jpg;;;;;12,213;J;;Allseason;J;;;;;B;B;71;B;J;N;1092104;https://eprel.ec.europa.eu/qr/1092104;3;
440910;235 55WR 19TCC2SUVXL;235/55 WR19 TL 105W MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;235;55;19;105W;142,55;225,50;>  20;3528706618437;661843;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;12,282;J;;Allseason;J;;;;;B;B;71;B;J;N;1092103;https://eprel.ec.europa.eu/qr/1092103;3;
440913;255 55WR 19TCC2SUVXL;255/55 WR19 TL 111W MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;255;55;19;111W;146,14;229,00;>  20;3528708309371;830937;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;14,042;J;;Allseason;J;;;;;B;B;71;B;J;N;1025402;https://eprel.ec.europa.eu/qr/1025402;2;
440914;225 55VR 19TCC2SUV;225/55 VR19 TL 99V  MI CROSSCLIMATE 2 SUV;CC2SUV;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;225;55;19;99V;137,60;215,50;>  20;3528703458333;345833;https://www.etyre.net/preview/t3/mi-cc2suv.jpg;;;;;11,863;J;;Allseason;J;;;;;C;B;71;B;J;N;1092987;https://eprel.ec.europa.eu/qr/1092987;3;
440916;255 50WR 21TSPORTEVAXL;255/50 WR21 TL 109W MI SPORT EV ACOUSTIC XL;SPORTEVAXL;MI;MICHELIN;11;LUXE BANDEN;J;N;255;50;21;109W;236,60;353,50;6;3528707810786;781078;https://www.etyre.net/preview/t3/mi-sportevaxl.jpg;;;;;8,000;N;;Summer;;;;;;A;B;72;B;N;N;1126748;https://eprel.ec.europa.eu/qr/1126748;2;
440917;235 50YR 20TSPORTEVAXL;235/50 YR20 TL 104Y MI SPORT EV ACOUSTIC XL;SPORTEVAXL;MI;MICHELIN;11;LUXE BANDEN;J;N;235;50;20;104Y;192,36;299,50;>  20;3528705412982;541298;https://www.etyre.net/preview/t3/mi-sportevaxl.jpg;;;;;13,093;N;;Summer;;;;;;B;B;70;B;N;N;1306122;https://eprel.ec.europa.eu/qr/1306122;3;
440919;255 50WR 20TSPORTEVAXL;255/50 WR20 TL 109W MI SPORT EV ACOUSTIC XL;SPORTEVAXL;MI;MICHELIN;11;LUXE BANDEN;J;N;255;50;20;109W;233,42;368,00;8;3528709590709;959070;https://www.etyre.net/preview/t3/mi-sportevaxl.jpg;;;;;14,111;N;;Summer;;;;;;A;B;72;B;N;N;1138010;https://eprel.ec.europa.eu/qr/1138010;2;
440921;235 55WR 20TSPORTEVAXL;235/55 WR20 TL 105W MI SPORT EV ACOUSTIC XL;SPORTEVAXL;MI;MICHELIN;11;LUXE BANDEN;J;N;235;55;20;105W;188,58;276,00;>  20;3528705468255;546825;https://www.etyre.net/preview/t3/mi-sportevaxl.jpg;;;;;13,008;N;;Summer;;;;;;A;B;70;B;N;N;1138024;https://eprel.ec.europa.eu/qr/1138024;3;
440922;235 55WR 19TE-PRIMMOXL;235/55 WR19 TL 105W MI E-PRIMACY MO XL;E-PRIMMOXL;MI;MICHELIN;11;LUXE BANDEN;J;J;235;55;19;105W;133,71;204,50;>  20;3528708594821;859482;https://www.etyre.net/preview/t3/mi-e-primmoxl.jpg;;;;;12,438;N;;Summer;;;;;;A;B;70;B;N;N;775089;https://eprel.ec.europa.eu/qr/775089;3;
440938;205 65HR 16TCC2A/W;205/65 HR16 TL 95H  MI CROSSCLIMATE 2 A/W;CC2A/W;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;N;205;65;16;95H;158,41;255,00;>  20;3528707073327;707332;https://www.etyre.net/preview/t3/mi-cc2aw.jpg;;;;;10,515;J;;Allseason;J;;;;;D;C;72;B;J;N;1059050;https://eprel.ec.europa.eu/qr/1059050;1;
440940;225 60WR 18TCC2XL;225/60 WR18 TL 104W MI CROSSCLIMATE 2 XL;CC2XL;MI;MICHELIN;29;ALL-SEASON PW;J;J;225;60;18;104W;132,40;194,00;>  20;3528707882264;788226;https://www.etyre.net/preview/t3/mi-cc2xl.jpg;;;;;11,935;J;;Allseason;J;;;;;B;B;71;B;J;N;1092991;https://eprel.ec.europa.eu/qr/1092991;3;
440942;235 60VR 18TCC2SUVXL;235/60 VR18 TL 107V MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;235;60;18;107V;125,94;195,50;16;3528701208862;120886;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;11,884;J;;Allseason;J;;;;;B;B;71;B;J;N;1092081;https://eprel.ec.europa.eu/qr/1092081;3;
440943;255 60HR 18TCC2SUVXL;255/60 HR18 TL 112H MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;255;60;18;112H;123,71;199,50;>  20;3528706027147;602714;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;13,952;J;;Allseason;J;;;;;B;B;71;B;J;N;1045670;https://eprel.ec.europa.eu/qr/1045670;2;
440944;255 60VR 18TCC2SUVXL;255/60 VR18 TL 112V MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;255;60;18;112V;123,51;199,00;>  20;3528706656750;665675;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;14,076;J;;Allseason;J;;;;;B;B;71;B;J;N;1045672;https://eprel.ec.europa.eu/qr/1045672;2;
440946;265 60TR 18TCC2SUV;265/60 TR18 TL 110T MI CROSSCLIMATE 2 SUV;CC2SUV;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;265;60;18;110T;144,17;223,50;>  20;3528705824341;582434;https://www.etyre.net/preview/t3/mi-cc2suv.jpg;;;;;13,985;J;;Allseason;J;;;;;B;B;73;B;J;N;1045665;https://eprel.ec.europa.eu/qr/1045665;2;
440948;265 60HR 18TCC2SUV;265/60 HR18 TL 110H MI CROSSCLIMATE 2 SUV;CC2SUV;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;265;60;18;110H;140,93;218,50;>  20;3528702783603;278360;https://www.etyre.net/preview/t3/mi-cc2suv.jpg;;;;;13,986;J;;Allseason;J;;;;;B;B;73;B;J;N;1045671;https://eprel.ec.europa.eu/qr/1045671;2;
440950;235 65VR 18TCC2SUVXL;235/65 VR18 TL 110V MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;235;65;18;110V;168,00;250,50;>  20;3528705770877;577087;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;13,397;J;;Allseason;J;;;;;B;B;71;B;J;N;1092992;https://eprel.ec.europa.eu/qr/1092992;3;
440953;225 65VR 17TCC2SUVXL;225/65 VR17 TL 106V MI CROSSCLIMATE 2 SUV XL;CC2SUVXL;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;225;65;17;106V;119,82;182,50;>  20;3528709817905;981790;https://www.etyre.net/preview/t3/mi-cc2suvxl.jpg;;;;;11,688;J;;Allseason;J;;;;;B;B;71;B;J;N;1093024;https://eprel.ec.europa.eu/qr/1093024;3;
440954;225 65HR 17TCC2SUV;225/65 HR17 TL 102H MI CROSSCLIMATE 2 SUV;CC2SUV;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;225;65;17;102H;116,54;181,00;>  20;3528700074345;007434;https://www.etyre.net/preview/t3/mi-cc2suv.jpg;;;;;11,893;J;;Allseason;J;;;;;C;B;71;B;J;N;1093023;https://eprel.ec.europa.eu/qr/1093023;3;
440955;195 60HR 18TCC2XL;195/60 HR18 TL 96H  MI CROSSCLIMATE 2 XL;CC2XL;MI;MICHELIN;29;ALL-SEASON PW;J;J;195;60;18;96H;128,36;194,00;>  20;3528704890651;489065;https://www.etyre.net/preview/t3/mi-cc2xl.jpg;;;;;9,119;J;;Allseason;J;;;;;B;B;69;A;J;N;1235306;https://eprel.ec.europa.eu/qr/1235306;1;
440956;255 65HR 17TCC2;255/65 HR17 TL 110H MI CROSSCLIMATE 2;CC2;MI;MICHELIN;38;ALL-SEASON 4X4/SUV;J;J;255;65;17;110H;139,72;218,00;>  20;3528700143041;014304;https://www.etyre.net/preview/t3/mi-cc2.jpg;;;;;8,000;J;;Allseason;J;;;;;B;B;71;B;J;N;1081239;https://eprel.ec.europa.eu/qr/1081239;2;
440958;235 60WR 18TE-PRIMMO;235/60 WR18 TL 103W MI E-PRIMACY MO;E-PRIMMO;MI;MICHELIN;11;LUXE BANDEN;J;J;235;60;18;103W;109,57;193,00;7;3528705960551;596055;https://www.etyre.net/preview/t3/mi-e-primmo.jpg;;;;;11,583;N;;Summer;;;;;;A;B;69;B;N;N;815615;https://eprel.ec.europa.eu/qr/815615;3;
440962;215 70 R 15TCCCAMPING;215/70  R15 TL 109R MI CROSSCLIMATE CAMPING;CCCAMPING;MI;MICHELIN;37;ALL-SEASON LIGHT-TRU;J;J;215;70;15;109R;149,72;243,50;>  20;3528708585737;858573;https://www.etyre.net/preview/t3/mi-cccamping.jpg;;;;;12,548;J;;Allseason;J;;;;;C;A;72;A;J;N;1209983;https://eprel.ec.europa.eu/qr/1209983;3;
440963;225 70 R 15TCCCAMPING;225/70  R15 TL 112R MI CROSSCLIMATE CAMPING;CCCAMPING;MI;MICHELIN;37;ALL-SEASON LIGHT-TRU;J;J;225;70;15;112R;147,25;233,50;>  20;3528706740565;674056;https://www.etyre.net/preview/t3/mi-cccamping.jpg;;;;;13,278;J;;Allseason;J;;;;;C;A;72;A;J;N;1209991;https://eprel.ec.europa.eu/qr/1209991;3;
440964;215 75 R 16TCCCAMPING;215/75  R16 TL 113R MI CROSSCLIMATE CAMPING;CCCAMPING;MI;MICHELIN;37;ALL-SEASON LIGHT-TRU;J;J;215;75;16;113R;161,29;254,50;>  20;3528705593551;559355;https://www.etyre.net/preview/t3/mi-cccamping.jpg;;;;;14,053;J;;Allseason;J;;;;;C;A;72;A;J;N;1217785;https://eprel.ec.europa.eu/qr/1217785;3;
441052;195 50VR 16TCOMFORTXL;195/50 VR16 TL 88V  TOYO PROXES COMFORT XL;COMFORTXL;TO;TOYO;11;LUXE BANDEN;J;N;195;50;16;88V;62,05;0,00;>  20;4981910541875;4072000;https://www.etyre.net/preview/t3/to-comfortxl.jpg;;;;;7,932;N;;Summer;;;;;;C;A;70;B;N;N;1034546;https://eprel.ec.europa.eu/qr/1034546;1;
441053;195 60HR 16TCOMFORT;195/60 HR16 TL 89H  TOYO PROXES COMFORT;COMFORT;TO;TOYO;11;LUXE BANDEN;J;N;195;60;16;89H;66,19;0,00;>  20;4981910541882;4073500;https://www.etyre.net/preview/t3/to-comfort.jpg;;;;;8,544;N;;Summer;;;;;;D;A;70;B;N;N;1034548;https://eprel.ec.europa.eu/qr/1034548;1;
441054;205 65WR 16TCOMFORTSUV;205/65 WR16 TL 95W  TOYO PROX COMFORT SUV XL;COMFORTSUV;TO;TOYO;17;4 X 4;J;N;205;65;16;95W;46,95;0,00;>  20;4981910541912;4073900;https://www.etyre.net/preview/t3/to-comfortsuv.jpg;;;;;9,706;N;;Summer;N;;;;;D;A;70;B;N;N;1087762;https://eprel.ec.europa.eu/qr/1087762;1;
441180;225 55VR 19TLM005XL;225/55 VR19 TL 103V BR BLIZZAK LM005 XL;LM005XL;BR;BRIDGESTONE;23;4 X 4 M&S;J;J;225;55;19;103V;149,01;385,00;>  20;3286342862118;28621;https://www.etyre.net/preview/t3/br-lm005xl.jpg;;;;;11,562;J;;Winter;J;;;;;C;A;72;B;J;N;1123366;https://eprel.ec.europa.eu/qr/1123366;3;
441191;195 70 R 15TW810 104R;195/70  R15 TL 104R BR BLIZZAK W810;W810 104R;BR;BRIDGESTONE;24;BESTELWAGEN BANDEN M;J;N;195;70;15;104R;68,52;196,50;>  20;3286342821214;28212;https://www.etyre.net/preview/t3/br-w810104r.jpg;;;;;10,743;J;;Winter;J;;;;;E;C;75;B;J;N;382515;https://eprel.ec.europa.eu/qr/382515;1;
441195;205 75 R 16TW810 110R;205/75  R16 TL 110R BR BLIZZAK W810;W810 110R;BR;BRIDGESTONE;24;BESTELWAGEN BANDEN M;J;N;205;75;16;110R;100,18;231,50;6;3286342821818;28218;https://www.etyre.net/preview/t3/br-w810110r.jpg;;;;;12,905;J;;Winter;J;;;;;D;A;75;B;J;N;382556;https://eprel.ec.europa.eu/qr/382556;3;
441196;215 75 R 16TW810 113R;215/75  R16 TL 113R BR BLIZZAK W810;W810 113R;BR;BRIDGESTONE;24;BESTELWAGEN BANDEN M;J;;215;75;16;113R;108,87;308,50;>  20;3286342822013;28220;https://www.etyre.net/preview/t3/br-w810113r.jpg;;;;;14,196;J;;Winter;;;;;;D;C;75;B;J;N;382553;https://eprel.ec.europa.eu/qr/382553;3;
441197;215 75 R 16TW810 116R;215/75  R16 TL 116R BR BLIZZAK W810;W810 116R;BR;BRIDGESTONE;24;BESTELWAGEN BANDEN M;J;N;215;75;16;116R;114,52;326,50;>  20;3286342822112;28221;https://www.etyre.net/preview/t3/br-w810116r.jpg;;;;;15,779;J;;Winter;J;;;;;D;C;75;B;J;N;382554;https://eprel.ec.europa.eu/qr/382554;2;
441375;130 70 R 12TCITYEXTRA;130/70  -12 TL 62P  MI CITY EXTRA RF F/R;CITYEXTRA;MI;MICHELIN;22;SCOOTER BANDEN;J;N;130;70;12;62P;42,26;70,00;8;3528708766624;876662;https://www.etyre.net/preview/t3/mi-cityextra.jpg;;;;;2,500;;;Summer;;;;;;;;;;;;;;2;
441410;195 55HR 16GE-PRIMS1XL;195/55 HR16 TL 91H  MI E-PRIMACY S1 XL DEMO;E-PRIMS1XL;MI;MICHELIN;15;LUXE BANDEN DEMO;J;J;195;55;16;91H;71,90;175,50;>  20;3528701553399;155339;https://www.etyre.net/preview/t3/mi-e-prim.jpg;;;;;8,000;;;Summer;;;J;;;;;;;;;;;1;
441595;225 55VR 18TSUVMASTERX;225/55 VR18 TL 102V PT SUVMASTER A/S XL;SUVMASTERX;PT;PETLAS;38;ALL-SEASON 4X4/SUV;J;N;225;55;18;102V;72,14;0,00;>  20;8680830038873;35517;https://www.etyre.net/preview/t3/pt-suvmaster.jpg;;;;;15,000;J;;Allseason;J;;;;;C;C;72;B;J;N;1030720;https://eprel.ec.europa.eu/qr/1030720;3;
441602;245 45WR 19TSUVMASTERX;245/45 WR19 TL 102W PT SUVMASTER A/S XL;SUVMASTERX;PT;PETLAS;38;ALL-SEASON 4X4/SUV;J;N;245;45;19;102W;86,14;0,00;>  20;8680830038392;37245;https://www.etyre.net/preview/t3/pt-suvmaster.jpg;;;;;13,083;J;;Allseason;J;;;;;C;C;72;B;J;N;960851;https://eprel.ec.europa.eu/qr/960851;3;
441643;185 55TR 15TWP52;185/55 TR15 TL 82T  KUMHO WP52;WP52;KU;KUMHO;13;LUXE BANDEN M&S;J;N;185;55;15;82T;46,85;85,90;>  20;8808956303396;2290583;https://www.etyre.net/preview/t3/ku-wp52.jpg;;;;;7,024;J;;Winter;J;;;;;D;B;71;B;J;N;1211353;https://eprel.ec.europa.eu/qr/1211353;1;
441644;185 55HR 15TWP52XL;185/55 HR15 TL 86H  KUMHO WP52 XL;WP52XL;KU;KUMHO;13;LUXE BANDEN M&S;J;N;185;55;15;86H;49,18;90,00;>  20;8808956303402;2290593;https://www.etyre.net/preview/t3/ku-wp52xl.jpg;;;;;7,035;J;;Winter;J;;;;;D;B;71;B;J;N;1211352;https://eprel.ec.europa.eu/qr/1211352;1;
441651;215 55HR 16TWP52XL;215/55 HR16 TL 97H  KUMHO WP52 XL;WP52XL;KU;KUMHO;13;LUXE BANDEN M&S;J;N;215;55;16;97H;63,32;123,90;>  20;8808956303594;2290783;https://www.etyre.net/preview/t3/ku-wp52xl.jpg;;;;;9,332;J;;Winter;J;;;;;C;B;72;B;J;N;1211385;https://eprel.ec.europa.eu/qr/1211385;1;
441657;195 50HR 16TWP52XL;195/50 HR16 TL 88H  KUMHO WP52 XL;WP52XL;KU;KUMHO;13;LUXE BANDEN M&S;J;N;195;50;16;88H;59,68;116,00;>  20;8808956303518;2290703;https://www.etyre.net/preview/t3/ku-wp52xl.jpg;;;;;7,852;J;;Winter;J;;;;;D;B;72;B;J;N;1211360;https://eprel.ec.europa.eu/qr/1211360;1;
441661;225 45HR 17TWP52;225/45 HR17 TL 91H  KUMHO WP52;WP52;KU;KUMHO;13;LUXE BANDEN M&S;J;N;225;45;17;91H;62,13;134,80;>  20;8808956366209;2290853;https://www.etyre.net/preview/t3/ku-wp52.jpg;;;;;9,455;J;;Winter;J;;;;;C;B;72;B;J;N;1211390;https://eprel.ec.europa.eu/qr/1211390;1;
441665;235 45VR 18TWP52XL;235/45 VR18 TL 98V  KUMHO WP52 XL;WP52XL;KU;KUMHO;13;LUXE BANDEN M&S;J;N;235;45;18;98V;80,23;193,50;>  20;8808956303747;2290933;https://www.etyre.net/preview/t3/ku-wp52xl.jpg;;;;;10,851;J;;Winter;J;;;;;C;B;72;B;J;N;1211396;https://eprel.ec.europa.eu/qr/1211396;3;
441672;215 65HR 17TKC53;215/65 HR17 TL 108H KUMHO PORTRAN KC53 XL;KC53;KU;KUMHO;16;BESTELWAGEN BANDEN;J;N;215;65;17;108H;71,80;163,80;>  20;8808956311087;2298643;https://www.etyre.net/preview/t3/ku-kc53.jpg;;;;;12,225;N;;Summer;;;;;;B;D;71;B;N;N;613299;https://eprel.ec.europa.eu/qr/613299;3;
441673;215 75 R 16TKC53;215/75  R16 TL 116R KUMHO PORTRAN KC53;KC53;KU;KUMHO;16;BESTELWAGEN BANDEN;J;N;215;75;16;116R;73,42;169,00;>  20;8808956250461;2245363;https://www.etyre.net/preview/t3/ku-kc53.jpg;;;;;16,767;N;;Summer;;;;;;C;C;71;B;N;N;438626;https://eprel.ec.europa.eu/qr/438626;2;
